Calendar Year, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non-Cat Cov A Fire Claims , Non-Cat Cov A Fire Losses , Non-Cat Cov A Smoke Claims , Non-Cat Cov A Smoke Losses , Non-Cat Cov C Fire Claims , Non-Cat Cov C Fire Losses , Non-Cat Cov C Smoke Claims , Non-Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
91007," 5,734,603 "," 2,879 "," 975,984 "," 649,603 ",, 0.48 ," 1,608 "," 1,173 ", 98 ,,, 1 ," 49,839 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91008," 1,003,160 ", 235 ," 1,485,620 "," 992,978 ",, 1.77 , 15 , 82 , 88 , 43 , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91010," 3,145,287 "," 2,423 "," 382,467 "," 260,257 ",, 0.54 ," 1,295 ", 979 , 127 , 20 , 1 , 1 ," 252,881 ", -   , -   , 1 ," 173,828 ", -   , -   , -   , -   , 1 ," 23,090 ", -   , -   , 1 ," 29,336 "
91011," 13,381,204 "," 3,611 "," 1,148,892 "," 783,194 ",, 1.12 , 865 ," 1,869 ", 497 , 335 , 45 , 1 ," 2,120,402 ", -   , -   , 1 ," 500,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91016," 5,954,743 "," 3,793 "," 508,443 "," 351,421 ",, 0.80 ," 1,515 "," 1,732 ", 376 , 143 , 26 , 2 ," 607,230 ", -   , -   , 1 ," 14,372 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91020," 554,594 ", 402 ," 485,266 "," 337,348 ",, 0.52 , 221 , 159 , 19 , 4 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91024," 3,687,143 "," 1,656 "," 699,358 "," 477,691 ",, 1.07 , 445 , 855 , 189 , 136 , 31 , 1 ," 187,539 ", -   , -   , 1 ," 100,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91030," 4,432,011 "," 2,283 "," 759,368 "," 514,649 ",, 0.98 , 711 ," 1,125 ", 237 , 203 , 7 , 2 ," 26,297 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91040," 6,175,821 "," 3,277 "," 480,995 "," 325,126 ",, 0.94 ," 1,128 "," 1,449 ", 483 , 199 , 19 , 3 ," 796,555 ", -   , -   , 3 ," 647,375 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91042," 5,719,522 "," 3,426 "," 445,919 "," 296,099 ",, 1.00 ," 1,229 "," 1,316 ", 576 , 275 , 30 , 3 ," 298,791 ", -   , -   , 3 ," 168,680 ", -   , -   , 1 ," 29,610 ", -   , -   , 1 ," 20,690 ", -   , -   
91101," 163,335 ", 114 ," 517,324 "," 341,222 ",, 0.48 , 64 , 46 , 4 , 1 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91103," 4,313,187 "," 2,138 "," 661,649 "," 454,598 ",, 0.88 , 790 , 974 , 228 , 127 , 18 , 3 ," 399,195 ", -   , -   , 2 ," 6,174 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91104," 5,457,796 "," 3,886 "," 529,423 "," 365,663 ",, 0.52 ," 2,089 "," 1,560 ", 234 , 3 ,, 3 ," 168,442 ", -   , -   , 1 ," 10,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91105," 4,677,955 "," 1,522 "," 1,150,719 "," 752,099 ",, 1.38 , 183 , 807 , 322 , 197 , 13 , 2 ," 1,434,447 ", -   , -   , 1 ," 753,637 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91106," 3,561,044 "," 1,312 "," 1,157,665 "," 748,167 ",, 0.69 , 529 , 654 , 128 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91107," 8,223,945 "," 4,280 "," 676,361 "," 462,710 ",, 0.76 ," 1,784 "," 1,986 ", 303 , 190 , 18 , 2 ," 134,579 ", -   , -   , 2 ," 53,920 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91108," 6,087,616 "," 2,353 "," 1,198,040 "," 807,226 ",, 0.63 ," 1,029 "," 1,160 ", 164 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91201," 2,701,106 "," 1,480 "," 549,327 "," 376,738 ",, 0.56 , 779 , 584 , 101 , 16 , -   , 1 ," 44,353 ", -   , -   , 1 ," 30,741 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91202," 4,086,493 "," 1,911 "," 696,644 "," 478,958 ",, 0.63 , 967 , 729 , 166 , 48 , 1 , 1 ," 10,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91203," 317,705 ", 258 ," 404,741 "," 273,295 ",, 0.37 , 175 , 70 , 13 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91204," 297,524 ", 251 ," 394,358 "," 266,036 ",, 0.43 , 157 , 79 , 14 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91205," 1,338,665 "," 1,031 "," 455,310 "," 311,129 ",, 0.47 , 603 , 375 , 49 , 4 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91206," 5,816,986 "," 2,396 "," 707,510 "," 475,366 ",, 1.34 , 494 ," 1,079 ", 395 , 377 , 51 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91207," 4,391,361 "," 1,591 "," 847,430 "," 575,108 ",, 0.91 , 578 , 671 , 265 , 68 , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91208," 6,620,932 "," 2,749 "," 695,414 "," 479,764 ",, 1.18 , 540 ," 1,462 ", 494 , 208 , 46 , 1 ," 100,000 ", -   , -   , 2 ," 53,112 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91210," 1,023 ", 1 ," 353,000 "," 264,750 ",, -   , 1 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91214," 7,891,973 "," 4,436 "," 539,062 "," 373,355 ",, 0.63 ," 2,260 "," 1,677 ", 404 , 86 , 8 , 1 ," 107,562 ", -   , -   , 1 ," 13,546 ", -   , -   , 1 ," 34,050 ", -   , -   , 1 ," 23,790 ", -   , -   
91301," 12,646,821 "," 3,881 "," 893,046 "," 606,251 ",, 0.86 ," 1,617 "," 1,503 ", 493 , 243 , 25 , 1 ," 171,060 ", -   , -   , 1 ," 175,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91302," 26,916,056 "," 4,195 "," 1,543,750 "," 1,013,422 ",, 1.22 , 977 ," 1,867 ", 892 , 373 , 87 , -   , -   , 1 ," 107,744 ", -   , -   , 1 ," 73,066 ", -   , -   , -   , -   , -   , -   , -   , -   
91303," 1,341,649 ", 896 ," 391,095 "," 261,614 ",, 0.32 , 633 , 237 , 26 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91304," 9,083,575 "," 4,177 "," 591,547 "," 398,197 ",, 0.56 ," 2,430 "," 1,320 ", 283 , 136 , 9 , 4 ," 616,633 ", -   , -   , 3 ," 469,774 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91306," 6,184,793 "," 3,842 "," 443,753 "," 299,821 ",, 0.32 ," 2,699 "," 1,072 ", 71 ,,, 5 ," 408,196 ", -   , -   , 4 ," 814,670 ", -   , -   , 1 ," 100,000 ", -   , -   , 1 ," 23,790 ", -   , -   
91307," 9,579,312 "," 3,907 "," 653,440 "," 438,704 ",, 0.67 ," 2,300 ", 939 , 343 , 318 , 7 , 5 ," 753,709 ", -   , -   , 2 ," 206,476 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91311," 11,165,910 "," 4,126 "," 738,183 "," 500,720 ",, 0.70 ," 2,102 "," 1,472 ", 226 , 320 , 6 , 7 ," 1,978,975 ", -   , -   , 6 ," 664,506 ", -   , -   , 1 ," 250,000 ", -   , -   , 1 ," 124,000 ", -   , -   
91316," 9,409,081 "," 2,507 "," 1,073,789 "," 692,223 ",, 0.73 ," 1,177 ", 912 , 343 , 55 , 19 , 2 ," 298,374 ", -   , -   , 2 ," 130,069 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91321," 6,159,106 "," 2,618 "," 572,069 "," 380,271 ",, 1.03 , 863 ," 1,053 ", 471 , 212 , 19 , 4 ," 444,041 ", -   , -   , 2 ," 37,357 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91324," 5,082,120 "," 2,500 "," 602,939 "," 409,134 ",, 0.39 ," 1,607 ", 814 , 63 , 15 ,, 2 ," 236,719 ", -   , -   , 2 ," 210,151 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91325," 6,674,718 "," 2,980 "," 659,669 "," 451,033 ",, 0.39 ," 1,902 ", 999 , 79 ,,, 2 ," 589,824 ", -   , -   , 3 ," 74,360 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91326," 17,776,155 "," 6,312 "," 771,875 "," 510,260 ",, 0.72 ," 2,988 "," 2,324 ", 765 , 223 , 12 , 3 ," 483,103 ", -   , -   , 3 ," 195,480 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91331," 7,326,027 "," 6,219 "," 346,593 "," 232,217 ",, 0.31 ," 4,358 "," 1,779 ", 73 , 8 ,, 8 ," 1,639,544 ", -   , -   , 5 ," 753,936 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91335," 7,998,514 "," 5,448 "," 401,062 "," 271,422 ",, 0.36 ," 3,618 "," 1,677 ", 154 ,,, 5 ," 273,023 ", -   , -   , 3 ," 155,084 ", -   , -   , 1 ," 5,001 ", -   , -   , -   , -   , -   , -   
91340," 2,726,105 "," 2,328 "," 353,543 "," 237,334 ",, 0.33 ," 1,596 ", 699 , 29 , 3 ,, 4 ," 271,442 ", -   , -   , 4 ," 101,489 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91342," 12,026,071 "," 7,247 "," 412,307 "," 273,930 ",, 0.61 ," 3,901 "," 2,600 ", 484 , 227 , 35 , 4 ," 605,579 ", -   , -   , 3 ," 254,360 ", -   , -   , 1 ," 714,400 ", -   , -   , 1 ," 292,886 ", -   , -   
91343," 7,380,031 "," 4,403 "," 467,906 "," 315,802 ",, 0.39 ," 2,769 "," 1,535 ", 99 ,,, 3 ," 514,548 ", -   , -   , 2 ," 312,854 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91344," 14,656,520 "," 6,969 "," 562,597 "," 379,820 ",, 0.50 ," 4,021 "," 2,506 ", 332 , 105 , 5 , 8 ," 1,802,389 ", -   , -   , 5 ," 712,628 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91345," 2,461,574 "," 1,797 "," 416,927 "," 280,704 ",, 0.34 ," 1,226 ", 536 , 36 ,,, -   , -   , 1 ," 5,553 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91350," 12,860,364 "," 7,202 "," 586,162 "," 377,174 ",, 1.04 ," 2,288 "," 3,063 "," 1,210 ", 569 , 72 , 6 ," 1,237,013 ", -   , -   , 6 ," 542,795 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91351," 6,320,929 "," 3,807 "," 443,801 "," 294,736 ",, 0.84 ," 1,676 "," 1,304 ", 601 , 223 , 3 , 1 ," 109,446 ", -   , -   , 1 ," 111,688 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91352," 5,496,860 "," 3,441 "," 407,222 "," 274,639 ",, 0.58 ," 1,855 "," 1,273 ", 233 , 71 , 9 , 1 ," 85,036 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91354," 8,977,605 "," 4,703 "," 586,043 "," 379,620 ",, 0.68 ," 2,320 "," 1,747 ", 466 , 160 , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91355," 6,038,453 "," 3,295 "," 553,992 "," 373,419 ",, 0.52 ," 1,791 "," 1,369 ", 75 , 58 , 2 , 5 ," 302,131 ", 1 ," 11,818 ", 1 ," 219,001 ", -   , -   , -   , -   , -   , -   , 1 ," 21,574 ", -   , -   
91356," 14,263,695 "," 3,300 "," 1,111,771 "," 733,235 ",, 0.91 ," 1,192 "," 1,317 ", 689 , 89 , 13 , 1 ," 1,993,330 ", -   , -   , 1 ," 170,000 ", -   , -   , 1 ," 5,706 ", -   , -   , -   , -   , -   , -   
91364," 13,961,956 "," 4,538 "," 771,812 "," 511,929 ",, 0.85 ," 1,833 "," 1,730 ", 795 , 164 , 15 , 1 ," 245,000 ", -   , -   , 1 ," 205,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91367," 9,925,564 "," 3,928 "," 685,866 "," 464,270 ",, 0.46 ," 2,399 "," 1,264 ", 255 , 9 , 1 , 3 ," 521,492 ", -   , -   , 3 ," 361,440 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91381," 8,346,869 "," 2,931 "," 812,104 "," 529,270 ",, 1.06 , 969 ," 1,138 ", 536 , 243 , 45 , -   , -   , -   , -   , -   , -   , -   , -   , 1 ," 1,189 ", -   , -   , -   , -   , -   , -   
91384," 7,173,358 "," 3,489 "," 561,931 "," 347,221 ",, 1.25 ," 1,088 "," 1,038 ", 836 , 450 , 77 , 2 ," 513,904 ", -   , -   , 2 ," 140,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91387," 12,815,915 "," 5,164 "," 666,223 "," 410,012 ",, 1.28 ," 1,307 "," 1,969 "," 1,220 ", 478 , 190 , 6 ," 1,369,398 ", 1 ," 5,000 ", 6 ," 483,724 ", -   , -   , 2 ," 274,273 ", -   , -   , 1 ," 177,781 ", -   , -   
91390," 8,877,731 "," 3,391 "," 657,372 "," 420,255 ",, 1.52 , 611 ," 1,145 ", 939 , 659 , 37 , 3 ," 320,990 ", -   , -   , 2 ," 42,932 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91401," 5,509,479 "," 2,662 "," 614,089 "," 415,377 ",, 0.51 ," 1,539 ", 892 , 231 ,,, 2 ," 623,992 ", -   , -   , 2 ," 402,784 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91402," 3,596,249 "," 2,749 "," 375,028 "," 247,699 ",, 0.33 ," 1,908 ", 785 , 55 ,,, 3 ," 881,431 ", -   , -   , 2 ," 539,324 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91403," 8,413,411 "," 2,435 "," 890,536 "," 588,671 ",, 1.24 , 684 , 802 , 658 , 267 , 23 , 2 ," 46,501 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91405," 3,443,197 "," 2,233 "," 452,878 "," 299,365 ",, 0.36 ," 1,493 ", 671 , 69 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91406," 5,740,198 "," 3,789 "," 431,694 "," 289,478 ",, 0.34 ," 2,617 "," 1,046 ", 126 ,,, 5 ," 912,778 ", -   , -   , 3 ," 323,793 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91411," 1,833,497 "," 1,166 "," 478,878 "," 329,115 ",, 0.38 , 759 , 369 , 38 ,,, 1 ," 1,839 ", -   , -   , 1 ," 3,810 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91423," 9,161,876 "," 2,929 "," 877,005 "," 589,911 ",, 0.98 ," 1,146 "," 1,015 ", 491 , 243 , 33 , 5 ," 1,243,293 ", -   , -   , 4 ," 353,508 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91436," 13,499,933 "," 2,836 "," 1,380,255 "," 892,239 ",, 1.05 , 829 ," 1,188 ", 664 , 151 , 4 , 3 ," 1,408,736 ", -   , -   , 3 ," 267,649 ", -   , -   , 1 ," 2,398,000 ", -   , -   , -   , -   , -   , -   
91501," 3,277,432 "," 1,412 "," 699,558 "," 478,251 ",, 0.74 , 615 , 604 , 155 , 20 , 19 , 1 ," 112,776 ", -   , -   , 1 ," 10,350 ", -   , -   , 1 ," 29,610 ", -   , -   , 1 ," 20,690 ", -   , -   
91502," 137,278 ", 110 ," 441,742 "," 309,965 ",, 0.44 , 66 , 40 , 4 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91504," 4,930,804 "," 2,608 "," 600,136 "," 417,373 ",, 0.71 ," 1,188 "," 1,033 ", 347 , 38 , 2 , 2 ," 782,521 ", 1 ," 6,209 ", 2 ," 281,934 ", 1 ," 5,976 ", -   , -   , -   , -   , -   , -   , -   , -   
91505," 4,905,106 "," 3,472 "," 468,654 "," 329,884 ",, 0.44 ," 2,078 "," 1,260 ", 134 , 1 ,, 1 ," 306,792 ", -   , -   , 1 ," 253,377 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91506," 3,248,274 "," 2,272 "," 483,005 "," 338,471 ",, 0.46 ," 1,314 ", 865 , 93 ,,, 3 ," 562,874 ", 1 ," 11,263 ", 3 ," 253,009 ", -   , -   , 1 , 889 , -   , -   , -   , -   , -   , -   
91601," 2,170,768 "," 1,396 "," 489,946 "," 336,049 ",, 0.44 , 846 , 484 , 67 ,,, 2 ," 452,653 ", -   , -   , 1 ," 334,800 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91602," 3,428,790 "," 1,122 "," 1,001,101 "," 674,977 ",, 0.61 , 562 , 444 , 114 , 2 ,, -   , -   , -   , -   , 1 ," 5,633 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91604," 11,790,779 "," 3,232 "," 1,028,506 "," 697,051 ",, 1.20 , 801 ," 1,390 ", 717 , 255 , 70 , 3 ," 432,535 ", -   , -   , 4 ," 48,002 ", -   , -   , 1 ," 132,990 ", -   , -   , 1 ," 60,000 ", -   , -   
91605," 4,527,040 "," 3,166 "," 399,399 "," 268,073 ",, 0.43 ," 1,881 "," 1,204 ", 82 ,,, 5 ," 910,187 ", 1 ," 45,483 ", 2 ," 272,414 ", 1 ," 31,933 ", 2 ," 27,061 ", -   , -   , 1 ," 3,065 ", -   , -   
91606," 3,313,890 "," 2,363 "," 413,241 "," 277,636 ",, 0.41 ," 1,483 ", 799 , 81 ,,, 2 ," 26,155 ", 1 ," 16,562 ", 1 ," 35,000 ", 1 ," 1,987 ", -   , -   , -   , -   , -   , -   , -   , -   
91607," 4,310,035 "," 1,912 "," 680,537 "," 464,610 ",, 0.49 ," 1,118 ", 659 , 135 ,,, 2 ," 1,082,734 ", -   , -   , 1 ," 548,887 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91702," 5,100,713 "," 4,183 "," 398,769 "," 263,803 ",, 0.46 ," 2,546 "," 1,399 ", 178 , 56 , 3 , 6 ," 982,898 ", -   , -   , 5 ," 212,625 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91706," 4,985,949 "," 5,293 "," 329,899 "," 218,536 ",, 0.37 ," 3,418 "," 1,806 ", 68 , 1 ,, 1 ," 347,573 ", -   , -   , 1 ," 211,941 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91711," 8,733,844 "," 4,339 "," 665,897 "," 452,730 ",, 0.64 ," 2,001 "," 2,017 ", 195 , 116 , 10 , 1 ," 1,721 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91719," 15,850 ", 8 ," 519,207 "," 389,406 ",, -   , 8 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91720," 9,759 ", 4 ," 607,750 "," 455,813 ",, 0.75 , 3 ,,, 1 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91722," 3,653,245 "," 3,479 "," 359,361 "," 242,893 ",, 0.33 ," 2,373 "," 1,074 ", 32 ,,, 1 ," 315,000 ", -   , -   , 1 ," 100,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91723," 1,659,016 "," 1,341 "," 415,359 "," 283,721 ",, 0.37 , 865 , 460 , 15 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91724," 4,505,782 "," 2,744 "," 523,208 "," 356,881 ",, 0.77 ," 1,225 "," 1,125 ", 193 , 191 , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91731," 1,294,756 "," 1,488 "," 344,942 "," 233,016 ",, 0.35 , 976 , 503 , 10 ,,, 1 ," 360,000 ", -   , -   , 1 ," 200,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91732," 2,973,859 "," 2,982 "," 376,379 "," 249,979 ",, 0.33 ," 2,018 ", 932 , 33 ,,, 1 ," 373,000 ", -   , -   , 1 ," 186,500 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91733," 1,911,211 "," 1,993 "," 350,677 "," 233,293 ",, 0.36 ," 1,289 ", 692 , 13 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91740," 3,077,270 "," 2,490 "," 415,598 "," 284,780 ",, 0.48 ," 1,459 ", 918 , 70 , 40 , 2 , 2 ," 113,112 ", -   , -   , 2 ," 10,445 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91741," 7,354,463 "," 3,689 "," 653,357 "," 451,043 ",, 0.86 ," 1,444 "," 1,605 ", 392 , 216 , 33 , 3 ," 98,097 ", -   , -   , 2 ," 26,968 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91744," 7,132,321 "," 6,410 "," 331,157 "," 217,678 ",, 0.33 ," 4,423 "," 1,871 ", 111 , 5 ,, 4 ," 646,677 ", 1 ," 6,000 ", 5 ," 211,778 ", 1 ," 3,000 ", 1 ," 100,805 ", -   , -   , -   , -   , -   , -   
91745," 10,168,817 "," 6,652 "," 527,110 "," 354,689 ",, 0.67 ," 3,417 "," 2,349 ", 559 , 303 , 23 , 3 ," 414,818 ", -   , -   , 3 ," 752,350 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91746," 2,858,963 "," 2,626 "," 348,261 "," 231,879 ",, 0.33 ," 1,824 ", 743 , 58 ,,, 2 ," 134,872 ", -   , -   , 2 ," 37,275 ", -   , -   , 1 ," 29,610 ", -   , -   , -   , -   , -   , -   
91748," 7,415,747 "," 4,688 "," 532,401 "," 342,212 ",, 0.53 ," 2,688 "," 1,588 ", 357 , 44 , 10 , 3 ," 156,565 ", -   , -   , 2 ," 70,294 ", -   , -   , 1 ," 18,912 ", -   , -   , -   , -   , -   , -   
91750," 7,675,663 "," 4,218 "," 581,793 "," 397,535 ",, 0.81 ," 1,717 "," 1,815 ", 471 , 194 , 20 , 2 ," 397,794 ", -   , -   , 1 ," 51,186 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91754," 2,877,253 "," 2,748 "," 455,746 "," 309,662 ",, 0.39 ," 1,666 "," 1,081 ", -   ,,, 2 ," 601,032 ", -   , -   , 1 ," 22,036 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91755," 1,876,876 "," 1,816 "," 451,592 "," 302,723 ",, 0.38 ," 1,124 ", 690 , 2 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91759," 320,847 ", 114 ," 452,109 "," 311,468 ",, 3.01 , 1 ,, 6 , 98 , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91760," 1,523 ", 1 ," 346,000 "," 259,500 ",, -   , 1 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91765," 13,039,091 "," 5,799 "," 669,488 "," 433,940 ",, 0.96 ," 2,190 "," 2,143 "," 1,032 ", 379 , 55 , 5 ," 2,206,256 ", -   , -   , 5 ," 967,731 ", -   , -   , 1 ," 8,776 ", -   , -   , -   , -   , -   , -   
91766," 6,136,128 "," 4,826 "," 379,647 "," 249,111 ",, 0.47 ," 2,828 "," 1,764 ", 213 , 20 , 1 , 2 ," 310,745 ", -   , -   , 2 ," 113,551 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91767," 4,337,255 "," 3,928 "," 361,234 "," 237,196 ",, 0.35 ," 2,615 "," 1,264 ", 48 ,,, 2 ," 47,424 ", -   , -   , 1 , 914 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91768," 2,682,440 "," 2,401 "," 359,800 "," 238,271 ",, 0.40 ," 1,499 ", 849 , 43 , 9 , -   , 4 ," 1,004,315 ", -   , -   , 3 ," 468,615 ", -   , -   , 1 ," 20,772 ", -   , -   , -   , -   , -   , -   
91770," 4,337,712 "," 4,455 "," 412,575 "," 277,733 ",, 0.38 ," 2,820 "," 1,591 ", 41 , 3 ,, 1 ," 65,426 ", 2 ," 14,427 ", 1 ," 25,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91773," 6,733,375 "," 3,866 "," 529,949 "," 358,804 ",, 1.11 ," 1,166 "," 1,675 ", 506 , 485 , 34 , 2 ," 147,559 ", -   , -   , 1 ," 20,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91775," 3,535,670 "," 2,962 "," 552,956 "," 380,003 ",, 0.42 ," 1,762 "," 1,149 ", 51 ,,, 2 ," 227,936 ", -   , -   , 1 ," 80,949 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91776," 2,057,477 "," 2,150 "," 430,779 "," 290,245 ",, 0.35 ," 1,395 ", 747 , 8 ,,, 2 ," 554,066 ", 1 ," 7,151 ", 2 ," 193,225 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91780," 4,011,404 "," 3,639 "," 497,287 "," 334,708 ",, 0.40 ," 2,269 "," 1,285 ", 84 ,,, -   , -   , -   , -   , -   , -   , -   , -   , 1 ," 115,668 ", -   , -   , -   , -   , -   , -   
91789," 9,766,127 "," 5,107 "," 609,685 "," 399,220 ",, 0.78 ," 2,132 "," 2,195 ", 553 , 216 , 11 , 4 ," 537,882 ", 2 ," 4,974 ", 3 ," 281,179 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91790," 5,205,116 "," 4,581 "," 400,526 "," 270,508 ",, 0.38 ," 2,927 "," 1,579 ", 75 ,,, 1 ," 562,964 ", 1 , 285 , 1 ," 335,098 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
91791," 5,695,248 "," 3,422 "," 565,542 "," 382,333 ",, 0.93 ," 1,190 "," 1,497 ", 523 , 202 , 11 , 1 ," 280,000 ", -   , -   , 1 ," 175,000 ", -   , -   , 1 ," 34,891 ", -   , -   , 1 ," 5,652 ", -   , -   
91792," 2,925,183 "," 2,290 "," 408,192 "," 271,741 ",, 0.46 ," 1,470 ", 636 , 127 , 57 ,, 1 ," 40,024 ", -   , -   , 1 ," 1,354 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
